id,sentence,sentiment_Stanford,sentiment_Google Cloud,sentiment_Monkey Learn,Grand Truth
1135, Sydney retains its mantle as crane capital of Australia; but has recorded a net loss of 21 cranes  by far the biggest drop in the survey,Negative,Neutral,Negative,Negative
1136, Other urban centres are taking up the slack; including the Central Coast; just north of Sydney; which saw a net gain of 15 cranes,Negative,Neutral,Negative,Negative
1137, But the biggest mover was Melbourne,Negative,Neutral,Neutral,Neutral
1138, With the Victorian capital on track to become Australia's most populous city by 2030; the city recorded a net gain of 35 cranes,Negative,Neutral,Negative,Negative
1139,Infographic: National Crane Index; Q3; 2018 (ABC News)External Link: Chart of the day: National Crane IndexWhat should I read next,Negative,Neutral,Neutral,Neutral
1140, Melbourne to build miniCBDs to cope with the population boom Offtheplan apartment pain as property prices fall From skyscraper to 'plyscraper': Timber to challenge concrete and steel What's it like to live in our fastestgrowing suburb,Negative,Neutral,Negative,Negative
1141, Want more charts,Neutral,Positive,Neutral,Neutral
1142, This is part of a new daily series featuring charts which tell a story ,Neutral,Positive,Neutral,Neutral
1143, If you know of some data that fits the bill; we'd love to hear about it ,Positive,Positive,Neutral,Positive
1144, House prices are slipping; and we're not alone in that The most manly (and womanly) jobs in Australia How bolshie are Australian workers in an era of stagnant wage growth,Negative,Neutral,Positive,Negative
1145,"ImageTasmanian Liberal politician Adam Brooks has a bit on his plate""",Positive,Neutral,Negative,Positive
1146,He may not be allowed a ministry; but Liberal MP Adam Brooks has a healthy portfolio when it comes to property,Negative,Neutral,Positive,Negative
1147, Members of the Tasmanian House of Assembly declared their interests as required annually under the Parliamentary (Disclosure of Interests) Act,Negative,Positive,Neutral,Negative
1148, Memberships of airline VIP lounges; racehorses; tickets to sporting events; wine and properties have featured on the register,Negative,Neutral,Positive,Negative
1149, Mr Brooks; who resigned as a government minister more than two years ago; declared interest in eight properties  four at Port Sorell; one at Penguin; one at Devonport and two interstate,Negative,Neutral,Negative,Negative
1150, He also declared he was director of eight corporations and patron or vicepatron of 12; including the RSL at Latrobe and Burnie; and the Vietnam Veterans Association in Tasmania,Negative,Neutral,Neutral,Neutral
1151, Mr Brooks resigned as mining minister in 2016 after it was found his consulting company; Maintenance Systems Solutions Pty Ltd; was active in the mining industry,Negative,Neutral,Negative,Negative
1152, Mr Brooks still has shares in the company; along with Total Performance Sports Pty Ltd; Rapid Fleet Management Pty Ltd and LAD Developments,Negative,Positive,Neutral,Negative
1153, 'A number of racehorses' Most of the Liberal team declared free access to Virgin and Qantas VIP lounges; as did Greens Leader Cassy O'Connor,Negative,Neutral,Neutral,Neutral
1154, Premier Will Hodgman declared he was either patron or ambassador for more than a dozen associations; including the Tasmanian Olympic Council; Variety Tasmania and the Sandy Bay Regatta Association,Negative,Neutral,Neutral,Neutral
1155, While he scored free tickets to the AFL grand final and the Melbourne Cup; cabinet colleagues Elise Archer and Treasurer Peter Gutwein had to settle for seats at the Big Bash cricket,Negative,Positive,Negative,Negative
1156, The Premier also declared being gifted Chinese tea; a bottle of Penfolds wine and a membership to the Tasmanian Racing Club,Negative,Positive,Positive,Positive
1157," Labor MP Scott Bacon also had a racing interest; declaring shares in a number of racehorses""",Positive,Neutral,Neutral,Neutral
1158, Deputy Premier Jeremy Rockliff declared patronage of 10 associations; with Health Minister Michael Ferguson busy with eight; several of them community associations at Lilydale,Negative,Neutral,Neutral,Neutral
1159, Fellow Liberal MP Mark Shelton declared interest in seven properties; while the speaker of the house Sue Hickey had interest in three; including her home at Rosetta,Negative,Neutral,Negative,Negative
1160, Roger Jaensch declared shares in Wesfarmers; Woolworths and the Commonwealth Bank of Australia,Negative,Neutral,Neutral,Neutral
1161, Labor newcomer Ella Haddad declared her spouse had shares in around 40 corporations,Neutral,Neutral,Neutral,Neutral
1162,All DUBBO median house prices have increased by 5.3 per cent in the past year; with experts saying the recent rain a Positive indicator for the market moving forward,Positive,Negative,Positive,Positive
1163, Orana Real Estate Institute chairperson Adam Wells said the figures released in the Domain House Price Report for September 2018; were good for Dubbo,Negative,Neutral,Neutral,Neutral
1164, These figures show more competitive pricing in the region; and the recent rain is an indicator that there is more positivity in the market,Negative,Positive,Positive,Positive
1165, People are also understanding a little more what the banks are needing in terms of lending with the royal commission going through; so it means people can move forward with their loans,Positive,Positive,Neutral,Positive
1166, Mr Wells said the spring season was also a good time to sell property in Dubbo; though they havent seen a huge change in the number of properties around the town for sale yet,Positive,Positive,Positive,Positive
1167, The data from the September report showed Dubbos median increase was slightly lower than the increase seen in neighbouring city Orange; though higher than Bathurst,Negative,Negative,Negative,Negative
1168, The median cost of a home in Dubbo over the past year jumped from$350;000 to $368;700 (5.3 per cent); in Orange it increased from$370;000 to $399;000 (7.8 per cent); while in Bathurst the median cost increased fromBathurst $424;500 to $446;000 (5.1 per cent),Negative,Negative,Neutral,Negative
1169, Thecost of a home in Young; however; declined in the 12 months to September 2018; with a drop of 3.8 per cent from $265;000 to $255;000,Negative,Negative,Neutral,Negative
1170, Bathurst topped the list for the highest prices; with the average home setting people back $446;000; this was followed by Orange ($399;000); Dubbo ($368;700); Cowra ($260;000) and Young ($255;000),Negative,Negative,Neutral,Negative
1171, Growth during the past five years in all five locations was significant; data in theDomain House Price Reportshowed,Negative,Positive,Neutral,Negative
1172, Cowra experienced the biggest growth at 44.6 per cent; with the median cost of a home jumping from $179;750 to $260;000 in just five years,Positive,Neutral,Positive,Positive
1173, Bathurst came in second for highest growth; with the median house cost jumping 34 per cent; from $332;750 to $446;000,Negative,Neutral,Neutral,Neutral
1174, In Dubbo; median prices jumped 24.7 per cent; from $295;625 to $368;700;in Orange they rose 20.9 per cent from $330;000 to $399;000; while in Young they increased by 20.3 per cent from $212;000 to $255;000 during the fiveyear period,Negative,Neutral,Negative,Negative
1175, The Domain data also revealed the Sydney house market was continuing to shrink; with prices falling 3.1 per cent during the September quarter and 6.5 per cent during the year to $1;101;532,Negative,Negative,Neutral,Negative
1176, Domain senior research analystDr Nicola Powell said Sydney recorded the largest annual fall in house prices of the capitals,Negative,Neutral,Neutral,Neutral
1177, While this is the steepest annual fall in more than 20 years; it follows one of the largest price upswings on record; she said,Negative,Neutral,Positive,Negative
1178, Prices during the boom surged 89.1 per cent in the space of almost six years and since the peak in mid2017; prices have come back 8.1 per cent,Neutral,Neutral,Neutral,Neutral
1179, October 25 2018  5:24PM Dubbo house prices increase by 5.3 per cent according to September's Domain House Price Report Nadine Morton facebook SHARE twitter TWEET email whatsapp GOING UP: Regions house prices jump by up to $113;000 in just five years,Negative,Neutral,Neutral,Neutral
1180, Photo: FILE DUBBO median house prices have increased by 5.3 per cent in the past year; with experts saying the recent rain a Positive indicator for the market moving forward,Positive,Negative,Negative,Negative
1181, Orana Real Estate Institute chairperson Adam Wells said the figures released in the Domain House Price Report for September 2018; were good for Dubbo,Negative,Neutral,Neutral,Neutral
1182, These figures show more competitive pricing in the region; and the recent rain is an indicator that there is more positivity in the market,Negative,Positive,Positive,Positive
1183, People are also understanding a little more what the banks are needing in terms of lending with the royal commission going through; so it means people can move forward with their loans,Positive,Positive,Neutral,Positive
1184, Mr Wells said the spring season was also a good time to sell property in Dubbo; though they havent seen a huge change in the number of properties around the town for sale yet,Positive,Positive,Positive,Positive
1185, READ MORE: Open for inspection in Dubbo; October 2527 The data from the September report showed Dubbos median increase was slightly lower than the increase seen in neighbouring city Orange; though higher than Bathurst,Negative,Negative,Negative,Negative
1186, The median cost of a home in Dubbo over the past year jumped from$350;000 to $368;700 (5.3 per cent); in Orange it increased from$370;000 to $399;000 (7.8 per cent); while in Bathurst the median cost increased fromBathurst $424;500 to $446;000 (5.1 per cent),Negative,Negative,Neutral,Negative
1187, Thecost of a home in Young; however; declined in the 12 months to September 2018; with a drop of 3.8 per cent from $265;000 to $255;000,Negative,Negative,Neutral,Negative
1188, Bathurst topped the list for the highest prices; with the average home setting people back $446;000; this was followed by Orange ($399;000); Dubbo ($368;700); Cowra ($260;000) and Young ($255;000),Negative,Negative,Neutral,Negative
1189, Cowra experienced the biggest growth at 44.6 per cent; with the average cost of a home jumping from $179;750 to $260;000 in just five years,Positive,Neutral,Positive,Positive
1190, Domain House Price Report; September 2018 Growth during the past five years in all five locations was significant; data in theDomain House Price Reportshowed,Negative,Neutral,Neutral,Neutral
1191, Cowra experienced the biggest growth at 44.6 per cent; with the median cost of a home jumping from $179;750 to $260;000 in just five years,Positive,Neutral,Positive,Positive
1192, Bathurst came in second for highest growth; with the median house cost jumping 34 per cent; from $332;750 to $446;000,Negative,Neutral,Neutral,Neutral
1193,Open for inspection in Bathurst; October 2528 In Dubbo; median prices jumped 24.7 per cent; from $295;625 to $368;700;in Orange they rose 20.9 per cent from $330;000 to $399;000; while in Young they increased by 20.3 per cent from $212;000 to $255;000 during the fiveyear period,Negative,Negative,Neutral,Negative
1194, The Domain data also revealed the Sydney house market was continuing to shrink; with prices falling 3.1 per cent during the September quarter and 6.5 per cent during the year to $1;101;532.,Negative,Negative,Neutral,Negative
1195,Domain House Price Report; June 2018 Domain senior research analystDr Nicola Powell said Sydney recorded the largest annual fall in house prices of the capitals,Negative,Neutral,Neutral,Neutral
1196, While this is the steepest annual fall in more than 20 years; it follows one of the largest price upswings on record; she said,Negative,Neutral,Positive,Negative
1197, Prices during the boom surged 89.1 per cent in the space of almost six years and since the peak in mid2017; prices have come back 8.1 per cent,Neutral,Neutral,Neutral,Neutral
1198, Sydney is down and Melbourne prices have dropped even more,Negative,Negative,Positive,Negative
1199, The risk of buying right now is suddenly much higher,Negative,Negative,Negative,Negative
1200, We need a new set of rules,Neutral,Neutral,Neutral,Neutral
1201, What follows is a group of ideas to help you navigate this extremely unusual point in Australias housing market history,Negative,Neutral,Neutral,Neutral
1202, Rule 1: Dont buy now,Neutral,Negative,Negative,Negative
1203, It sounds obvious; but not everyone gets this,Negative,Negative,Positive,Negative
1204, If you can buy the same place for 10 per cent less next year; buying it this year is costing you money,Negative,Negative,Negative,Negative
1205, So long as the market is falling; you should stay cool and calm,Negative,Positive,Negative,Negative
1206, Wait for you moment to pounce,Neutral,Neutral,Negative,Neutral
1207, Rule 2: Dont wait for ever,Neutral,Positive,Negative,Neutral
1208, Markets fall for a while and then they turn up again,Negative,Neutral,Neutral,Neutral
1209, If you read a bit about the Australian housing market you know by now all the reasons why housing might be overvalued: low interest rates; high greed; insufficient supply; rapacious banks lending way too much; and the belief housing only ever goes up,Negative,Negative,Negative,Negative
1210, But dont forget there are a lot of balancing factors that will most likely prevent Australias housing market from having a crash in the style of Spain or Detroit:  First home buyers are on the sideline and they have been saving hard for years,Negative,Neutral,Positive,Negative
1211, Some big deposits are out there lurking  Chinese buyers are out there looking for options cheaper than; say; Canada  Banks can cut interest rates to help people borrow The RBA can cut rates if things get really bad  Our financial system is strong so even if prices drop; you cant expect a banking meltdown to accelerate the downturn like we saw in the US,Negative,Negative,Negative,Negative
1212, All this means a housing price fall in Australia is unlikely to become the extended; fiveyear; 40 per cent crash first home buyers dream of at night,Negative,Neutral,Neutral,Neutral
1213, Waiting too long can be more expensive as waiting too little,Negative,Negative,Negative,Negative
1214, Heres how to navigate a falling property market,Neutral,Negative,Neutral,Neutral
1215, Source:News Corp Australia Rule 3: You can never time the market perfectly,Neutral,Neutral,Neutral,Neutral
1216, Give up on it,Positive,Neutral,Negative,Positive
1217, Only one person buys at the absolute bottom,Neutral,Negative,Negative,Negative
1218, Getting a bit closer to the bottom than if you bought now is the best you can hope for,Positive,Positive,Positive,Positive
1219, Remember above when I said: So long as the market is falling; you should stay cool and calm,Neutral,Positive,Negative,Neutral
1220, The thing is that you never know what the market is doing right now,Negative,Neutral,Negative,Negative
1221, At best you know what it was doing last month,Positive,Positive,Neutral,Positive
1222, If it starts to turn up; it will be a while before you realise,Neutral,Negative,Positive,Neutral
1223, Also; there is an old principle in investing: time in the market beats timing the market,Negative,Neutral,Negative,Negative
1224, If you decide to wait and the prices start to rise while youre sorting the loan out with your bank; youll feel plenty of regret,Negative,Neutral,Negative,Negative
1225, (Youll notice that these rules need to be balanced off against each other,Negative,Neutral,Neutral,Neutral
1226, To be honest; theyre more like guidelines,Negative,Neutral,Negative,Negative
1227,) Rule 4: Do your research,Neutral,Neutral,Neutral,Neutral
1228, And not just online,Neutral,Neutral,Negative,Neutral
1229, You know the places that look so appealing on the real estate sites,Positive,Positive,Positive,Positive
1230, Lots of other people also think they look good,Positive,Positive,Positive,Positive
1231, Theyre probably beautifully presented; underpriced; or both,Positive,Positive,Positive,Positive
1232, There will be a lot of competition Dont rule out the ones that seem unappealing online,Negative,Negative,Negative,Negative
1233, Research puts you in a very strong position,Positive,Neutral,Positive,Positive
1234, The housing market is not perfectly harmonised,Negative,Neutral,Positive,Negative
1235, It is not like the market for biscuits at Coles where prices and products are uniform all the time,Negative,Neutral,Positive,Negative
1236, Some weekends; a house sells at a crazy high price; and some weekends a place sells at a crazy low price,Negative,Neutral,Neutral,Neutral
1237, Just because the market overall is doing one thing doesnt mean a particular house wont do something totally different,Negative,Neutral,Negative,Negative
1238, You can catch a bargain by paying really close attention,Neutral,Positive,Negative,Neutral
1239, Look at a lot of houses,Neutral,Positive,Neutral,Neutral
1240, Strike when you find a good one,Positive,Positive,Positive,Positive
1241, Rule 5: If you want to buy a house to live in now; buy a house to live in now,Negative,Neutral,Negative,Negative
1242, Say you will own a house for 20 years; one year is five per cent of that time,Positive,Positive,Negative,Positive
1243, If you buy now and the house loses five per cent of its value; just remember that you got a lot of value by living in a house of your very own for a year,Neutral,Neutral,Negative,Neutral
1244, Are you really that far behind,Positive,Neutral,Neutral,Neutral
1245, Rule 6: If you do buy now; dont obsessively read about property prices again for a couple of years,Neutral,Neutral,Negative,Neutral
1246, Beating yourself up for missing a drop in property prices will be totally unproductive,Negative,Neutral,Positive,Negative
1247, You can only make decisions with the info you have at the time,Negative,Neutral,Positive,Negative
1248, Most people buy at what seems like the wrong time,Neutral,Negative,Negative,Negative
1249, This week alone he's sold $45 million worth of property; he once sold a $11 million home to actor Tyler Perry in less than 10 hours ; and made a whopping $12 million sale a couple of hours after meeting someone in line at Starbucks,Negative,Neutral,Negative,Negative
1250, He's also sold one of the world's most expensive onebedroom houses in history at $20 million ,Negative,Neutral,Negative,Negative
1251, The onetime mail delivery guy turned multimillionaire investor and agent shares his best real estate tips with ninemsn homes ahead of his first Australian tour,Neutral,Positive,Negative,Neutral
1252," How to spot a good investment ""All the success I've had in real estate investment has always come from two different things; one is always buying in Aplus location; even if you have to pay a little more",Neutral,Positive,Negative,Neutral
1253, You'll always be able to sell a property in a premium location whenever you need to,Neutral,Positive,Positive,Positive
1254, My number two rule is I also look for something that's unique to the property,Positive,Positive,Neutral,Positive
1255, If the house looks like 40 others in the same neighbourhood I won't invest in it,Negative,Neutral,Negative,Negative
1256,""" Don't flip with you in mind ""Classic mistake I used to make; which I don't anymore; is renovating a home to my personal specs; as opposed to doing what the buyer is going to like or what the market trend was leaning towards",Negative,Negative,Negative,Negative
1257, This mistake is both costly and makes the home harder to sell,Negative,Negative,Negative,Negative
1258, It's about keeping your flip as neural as possible to encourage more offers,Neutral,Positive,Neutral,Neutral
1259,""" Find a good agent ""Whenever people ask me what's the best way to find a good agent; number one advice is you should always meet with multiple agents; three is a good number",Positive,Positive,Positive,Positive
1260, This way you can feel out who you're vibing with,Neutral,Positive,Neutral,Neutral
1261, Always go for a local expert over someone who has a bigger name or an impressive portfolio as they'll be familiar with the area and will help push your property to sell,Positive,Positive,Neutral,Positive
1262," Altman's trick to fake a million dollar listing when selling ""When you're selling your house you have to think of it in the mind frame that it's no longer your home",Negative,Negative,Negative,Negative
1263, Clean up; paint walls; Neutralise; and bring in some furnishings or homewares; and most importantly work on your curb appeal,Positive,Positive,Positive,Positive
1264,"""  ""A new trend we're seeing out here in LA with higherend homes is owners going to art galleries and renting the art to display in their home while it's on the market",Positive,Positive,Negative,Positive
1265, I've sold almost identical homes where the only difference is an art collection and it's both made the house look that much better and encouraged a higher sale,Negative,Negative,Positive,Negative
1266, People are starting to spend money to really dress up their house; beyond the typical staging that we do in the States (flowers; roaring fires; and coffee),Neutral,Negative,Negative,Negative
1267,""" How to play the game ""I have a trick which I do when I'm trying to buy a property; it's called 21 questions which basically involves me probing the agent with 21 questions about the property before the showing about the owner",Negative,Negative,Neutral,Negative
1268, This helps me find out as much information about them as possible to gauge my next move,Negative,Positive,Neutral,Negative
1269, If I find out that they're selling the property over a divorce; I know they're more motivated to sell quickly; or maybe I'll find out they have two kids who are trying to get into a different school district which means they're likely to take a low ball offer  these are all things I can use against the owners in the negotiation process,Negative,Positive,Negative,Negative
1270, Information is king when it comes to real estate so the more I have; helps me to get the best price,Positive,Positive,Positive,Positive
1271, And of course; always low ball,Negative,Neutral,Positive,Negative
1272,"""  Josh Altman will be sharing his sharing is luckmaking methods; including his Readyfireaim method for ceasing opportunities; along with his favourite celebrity real estate stories at Josh Altman Live in Australia; touring Melbourne; Brisbane and Sydney from June 1419 ",Negative,Positive,Positive,Positive
1273,"  Nine Digital Pty Ltd 2019 Investing Real Estate Advice Styling How Tos Renovations Selling Josh Altman """",1,Negative
NULL,NULL,A sad reminder has been issued to the Wagga community to check on their neighbours after a real estate agents unfortunatediscovery""",Negative,Negative,Negative,Negative
1274, Waggas John Ash has been fondly remembered as always the first person to lend a hand,Positive,Positive,Positive,Positive
1275, Mr Ash; 77; was found dead at his Ashmont home by a real estate agent on Tuesday,Negative,Neutral,Neutral,Neutral
1276, Police believe Mr Ash may have been dead in his home for more than a month before the discovery,Negative,Neutral,Neutral,Neutral
1277, The Rules Bowling Club had a minutes silence in Mr Ashs honour on Wednesday; remembering their member and friend,Negative,Positive,Neutral,Negative
1278, Mr Ash was a committee member; player and chief cook for the club,Negative,Neutral,Positive,Negative
1279, Bowls coordinator Gary Brookes; who knew Mr Ash for more than 10 years; said he was a great supporter of the club,Negative,Positive,Positive,Positive
1280, He was just a great person and was always there to help out; he said,Positive,Positive,Positive,Positive
1281, The time and effort he putin with his volunteer work here is phenomenal; nothing was ever a trouble,Positive,Positive,Positive,Positive
1282,We are certainly going to miss him,Negative,Neutral,Positive,Negative
1283, Mr Brookes said the tragedy was a reminder for people to check on their neighbours,Negative,Neutral,Negative,Negative
1284, Thats what theyre there for; especially for single people like John; he said,Neutral,Neutral,Positive,Neutral
1285, He would always say when he was going away but we thought he mightve just gone away again,Negative,Neutral,Positive,Negative
1286, Settlers Village liaison manager Amanda Maniscalco said it was important not to abandon the oldfashioned manners of checking on the elderly,Negative,Negative,Negative,Negative
1287, Itsgood community spirit to check on their wellbeing; she said,Positive,Positive,Positive,Positive
1288, If the blind doesnt go up in the village we know to go and check,Neutral,Negative,Negative,Negative
1289, Riverina Police District inspector Peter Hayes has also urged the community to keep an eye out,Positive,Neutral,Positive,Positive
1290, I wouldnt like a member of my family to be found like that and Im sure members of the community would feel the same; he said,Positive,Neutral,Positive,Positive
1291, April 18 2018  9:23PM Real estate agent discovers body of elderly man in Wagga home Rochelle Brown Editors Pick List ,Negative,Positive,Neutral,Negative
1292,The renovation at 188 Noble St; Newtown has featured in Home Beautiful magazine,Negative,Positive,Neutral,Negative
1293,EVERY so often you come across a property that simply makes you stop and smile in appreciation,Positive,Positive,Positive,Positive
1294, This renovated beauty at 188 Noble St; Newtown is one such house and joins just a handful of Geelong properties in an exclusive highend club,Negative,Positive,Positive,Positive
1295, A major extension of the Victorian residence has delivered a spacious and sophisticated family home that sits in harmony with impressive landscape architect designed gardens,Positive,Positive,Positive,Positive
1296, The stylish interiors have previously graced the pages of Home Beautiful  a testament to the quality of their design and finish,Positive,Positive,Positive,Positive
1297, Landscape architect designed gardens complete the property,Negative,Positive,Neutral,Negative
1298,Geelong renovator delights in rundown condition ready for next chapter Geelong takes bigger stake of Melbourne new home buyers Geelong coastal homes make the top 10 most loved listings of 2018 Awardwinning builder David McDonald worked with the owners to transform the already grand period house into a luxurious residence thats one out of the box,Negative,Positive,Positive,Positive
1299, The rear extension has an indooroutdoor connection,Neutral,Neutral,Neutral,Neutral
1300, While the front of the house celebrates its many original features; the rear extension is all about openplan living and creating a strong indooroutdoor connection,Positive,Neutral,Negative,Positive
1301, The landscaped northfacing backyard is the ideal setting for entertaining with decks and verandas leading out to a solar heated swimming pool and private garden,Positive,Positive,Positive,Positive
1302, A solar heated pool is a centrepiece of the backyard,Neutral,Neutral,Positive,Neutral
1303,A childrens bedroom wing; with the luxury of two full bathrooms to service four bedrooms; has also been added,Negative,Positive,Positive,Positive
1304, Marble benchtops; polished mountain ash floors and a soaring timberlined ceiling are among the many features that add to the calibre of the house,Positive,Positive,Positive,Positive
1305, Andrew Winter: How to sell in a changing market 0:58 Andrew Winter: How to sell in a changing market September 12th 2018 3 months ago /display/newscorpaustralia,Negative,Neutral,Neutral,Neutral
1306,A formal loungeroom or generous home office with an open fireplace sits opposite the main bedroom suite which has a walkin wardrobe and modern ensuite with a marble and timber vanity,Neutral,Positive,Positive,Positive
1307, Custom cabinetry crafted by SCLK features in many rooms; including each of the four minor bedrooms which have builtin wardrobes and desk; and the living areas,Positive,Positive,Positive,Positive
1308,Theres a traditional English country house feel to the billiard room where the dark blue colour is in stark contrast to the light and airy feel of the main living hub at the rear,Negative,Positive,Positive,Positive
1309, Source:Supplied Striking timberlined ceilings are a standout feature of this extension; which incorporates a marble topped island bench; quality stainless steel appliances; a butlers pantry and bifold servery window in the kitchen,Negative,Positive,Positive,Positive
1310, One of the three bathrooms,Neutral,Neutral,Neutral,Neutral
1311,The living room has a stone fireplace as its centrepiece and bifold doors onto the covered outdoor entertainment area,Negative,Positive,Positive,Positive
1312, Across the garden is a separate rumpus room or studio with three builtin beds for sleepovers and an adjoining double garage with rear access,Negative,Positive,Neutral,Negative
1313, An aerial view of the property,Positive,Positive,Neutral,Positive
1314,Modern comforts include hydronic heating; ducted evaporative airconditioning; automatic watering system; alarm system; sensored interior hall lights and a builtin sound system,Negative,Positive,Positive,Positive
1315, The property is on the market for $4 million to $4.2 million,Neutral,Neutral,Neutral,Neutral
1316, Video Real Estate Packers Woollahra property settles Billionaire James Packer has finalised his personal property holdings in Sydney; with his former Woollahra trophy home settling for $8.375 million,Negative,Neutral,Neutral,Neutral
1317, Video Sydney  NSW Auction win ends buyers lengthy search After nine long months of looking for their next property; a family has finally secured their dream home at auction,Negative,Positive,Negative,Negative
1318, They were one of 19 registered bidders vying for the property,Neutral,Neutral,Neutral,Neutral
1319, Video Real Estate Sellers hopeful Metro will bring more buyers The opening of the Sydney Metro Northwest is expected to trigger an influx of property listings over the next month in the Hills district  with sellers hoping buyers will be out in force,Neutral,Neutral,Neutral,Neutral
1320,Turnbulls list Hunter Valley farm Former Prime Minister Malcolm Turnbull and wife Lucy are set to sell their Hunter Valley retreat; conducting an online auction next month,Neutral,Neutral,Neutral,Neutral
1321, Video Sydney  NSW Blanche settles on new Hawkes nest The price of former Prime Minister Bob Hawke and wife Blanche dAlpugets new luxury high rise apartment has finally been revealed,Negative,Neutral,Positive,Negative
1322, Video Sydney  NSW Multimillionaire sells Berowra hideaway Multimillionaire businessman Ian GowrieSmith has sold his secluded Berowra Creek retreat on the Hawkesbury River for $3.5m,Negative,Positive,Negative,Negative
1323, Video Real Estate Oscar winner lists in Rushcutters Bay Oscarwinning Mad Max hair designer and makeup artist Lesley Vanderwalts Rushcutters Bay apartment hit the market this week,Negative,Positive,Neutral,Negative
1324, Video Real Estate 120yearold historic homes new life At more than 120yearsold this Queenslander has been given a new lease on life,Neutral,Positive,Positive,Positive
1325, Named Dalmuir; the property is one of Chelmers oldest homesteads and was originally built by the Frew family; of whom Miltons Frew Park was named,Negative,Positive,Positive,Positive
1326, Video Real Estateselling Homes that outperformed slow auction market The volume of Sydney homes going under the hammer has been plummeting in the slowing market; but there were a few bright spots at weekend sales across the city,Negative,Neutral,Positive,Negative
1327, Video Sydney  NSW Snap up Aussie homes with moat; dungeon Aussies who turned their homes into medievalstyle castles with drawbridges and dungeons have been listing their homes in quick succession to capitalise on a recent change in buyer preferences,Negative,Neutral,Negative,Negative
1328, Real Estate Great White Shark on Aussie house hunt Queenslandborn golfing great Greg Norman is on the hunt for a new property in Australia; after relisting his amazing Seven Lakes Ranch in Colorado with an eyepopping price guide,Negative,Positive,Positive,Positive
1329, Video Sydney  NSW Gardner scores tidy sum for Woollahra pad The sale price of the Woollahra investment apartment of Today Show host Georgie Gardner and her investment banker husband Tim Baker has been revealed,Negative,Neutral,Neutral,Neutral
1330, Video Sydney  NSWbuying First home buyer scheme dumb; analyst says A property analyst has slammed a recent proposal to help first home buyers get into the market with 5 per cent deposits; saying it showed politicians did not understand the housing market,Negative,Negative,Negative,Negative
1331, Video Real Estate Peter Dinklage and Sophie Turners Game of Homes They were once married onscreen; but now that actors Sophie Turner and Peter Dinklage are biding farewell to their iconic characters Sansa and Tyrion; where do they retreat to in real life,Negative,Positive,Neutral,Negative
1332, Video Buying Huge promise for first homebuyers First homebuyers spend almost a decade saving up for a house deposit,Negative,Positive,Negative,Negative
1333, The Coalition plans to change that in a bid sure to lure young voters,Negative,Neutral,Neutral,Neutral
1334, Video Buying Happy Mothers Day  heres a house What do you get a mother who has already been given the gift of an extremely successful child,Negative,Positive,Positive,Positive
1335, Well; apparently real estate is a popular option,Neutral,Positive,Negative,Neutral
1336, Video Buying Best suburbs to buy in if Labor wins House hunters hoping to best weather any market changes brought about by a potential Labor cut in Negative gearing should be looking into these suburbs; according to new research,Negative,Positive,Neutral,Negative
1337, Video Real Estaterenting Record number of homes are empty Sydney tenants are now in a strong position to get a discount on their rents following a record surge in the number of empty homes; with one region offering particularly good deals,Negative,Neutral,Negative,Negative
1338, Video Sydney  NSW Doesnt make sense: Huge housing myth It is seemingly the perfect reason for both house owners and renters to be scared  but look closer; and it turns out to be based on a fib,Negative,Negative,Negative,Negative
1339, Video Election Property beats the gym any day A new study has found Aussies spend twice as much time researching property than they do at the gym,Negative,Positive,Positive,Positive
1340, But were not the most obsessed nation; according to HSBC,Negative,Neutral,Negative,Negative
1341, Video Brisbane  QLD Crucial clue overlooked on house prices Its a gloomy time for the property market,Negative,Negative,Negative,Negative
1342, But one set of figures shows where things might turn around first; writes Jason Murphy,Neutral,Positive,Negative,Neutral
1343, Video renting Families can rent homes for $1 a week Private homes with up to five bedrooms have become available for rent at the rock bottom price of just $1 a week for families with children and a keen sense of adventure,Negative,Positive,Positive,Positive
1344, Video Sydney  NSWsydney International dream homes on the market From an architecturally designed homes in Texas; a waterfront stunner in New South Wales and a luxe modern apartment in New York; this weeks top three international listings wont disappoint,Negative,Positive,Positive,Positive
1345, Heres whats on offer,Neutral,Neutral,Neutral,Neutral
1346, Video Adelaide  SA Cannabis inferno home turning over new leaf A home that was once a fiery crime scene with up to 500 hydroponic cannabis plants inside may just be the biggest renovation challenge on the Central Coast,Negative,Positive,Positive,Positive
1347, Any takers,Neutral,Neutral,Neutral,Neutral
1348, Video Sydney  NSW Short supply boosting north shore apartment sales A lack of supply stock on the lower north shore is allowing the local apartment market to dominate auction results; however agents predict that may not last for too long,Negative,Negative,Neutral,Negative
1349, Video Sydney  NSW Packers Woollahra property settles Billionaire James Packer has finalised his personal property holdings in Sydney; with his former Woollahra trophy home settling for $8.375 million,Negative,Neutral,Neutral,Neutral
1350, Video Sydney  NSWbrisbane Worst house Ive ever seen This would have to be the worst house for sale in Brisbane right now,Negative,Negative,Negative,Negative
1351, Its so bad people arent even allowed to set foot in it,Negative,Negative,Negative,Negative
1352, Brisbane  QLD Flash cars can turn off buyers: top agent Real estate agents are turning off customers by driving Maserati; Porsche; Ferrari or Bentley cars; says Sydney Sothebys International Realty principal Michael Pallier,Negative,Neutral,Neutral,Neutral
